TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	PC3_0	PC3_1	PC3_2	Representative	Eliminated
"GO:0032273"	"positive regulation of protein polymerization"	-1.42306279660511	3.67605312465187	0.0164199706317295	0.737820303252148	0.82725792	null	null	null	null	null	10639	True
"GO:0031111"	"negative regulation of microtubule polymerization or depolymerization"	-2.88543271426201	3.29950729870049	0.00689763422572861	0.724470752533998	0.82952856	null	null	null	null	null	10639	True
"GO:0007026"	"negative regulation of microtubule depolymerization"	-1.64221468652	3.16554107672237	0.00506588296799245	0.72684510685891	0.84100126	null	null	null	null	null	10639	True
"GO:0031114"	"regulation of microtubule depolymerization"	-1.39740248944761	3.27021285489624	0.00644748741380857	0.782324586394831	0.85154766	null	null	null	null	null	10639	True
"GO:0032956"	"regulation of actin cytoskeleton organization"	-1.95404267138823	4.77935113936813	0.208331407224378	0.742031021472969	0.86158806	null	null	null	null	null	10639	True
"GO:0031334"	"positive regulation of protein-containing complex assembly"	-1.3622444415545	3.98190917009079	0.0332104467163469	0.727937987963919	0.86735588	null	null	null	null	null	10639	True
"GO:2001251"	"negative regulation of chromosome organization"	-8.24184537803261	4.12528603329366	0.0462023762419161	0.691127014059279	0.86857009	null	null	null	null	null	10639	True
"GO:0090224"	"regulation of spindle organization"	-1.42084768613543	3.72884056833997	0.0185425859833216	0.711757948608775	0.88071047	null	null	null	null	null	10639	True
"GO:1901880"	"negative regulation of protein depolymerization"	-2.02953814859933	4.24004977211265	0.0601777034181413	0.700691087472932	0.88518399	null	null	null	null	null	10639	True
"GO:0043242"	"negative regulation of protein-containing complex disassembly"	-1.72565930043573	4.26237988807736	0.0633529697760696	0.700640190976241	0.88849074	null	null	null	null	null	10639	True
"GO:0030838"	"positive regulation of actin filament polymerization"	-1.49107231301664	3.50514997831991	0.011077074241017	0.649538547937508	0.89857338	null	null	null	null	null	10639	True
"GO:0031110"	"regulation of microtubule polymerization or depolymerization"	-2.54335313293804	3.90363251608424	0.0277325062820585	0.768913091409995	0.90339973	null	null	null	null	null	10639	True
"GO:1902904"	"negative regulation of supramolecular fiber organization"	-2.03535255441097	4.4226390767975	0.0916291149002161	0.692159839327007	0.91296733	null	null	null	null	null	10639	True
"GO:0051494"	"negative regulation of cytoskeleton organization"	-2.67756857320725	4.43372184293284	0.0939975796644723	0.685337217670256	0.91470995	null	null	null	null	null	10639	True
"GO:0030833"	"regulation of actin filament polymerization"	-1.37836976457154	4.59850598898819	0.137374418994644	0.645638427971213	0.96209528	null	null	null	null	null	10639	True
"GO:0110053"	"regulation of actin filament organization"	-1.65316446392058	4.71955500704193	0.181533821244	0.742562718773093	0.9835739	null	null	null	null	null	10639	True
"GO:0048678"	"response to axon injury"	-1.40408128514843	3.42143939022005	0.00913451761419281	0.960618996166788	0.19724285	5.94445990478252	4.71975737907141	2.38182099430649	6.38572012504401	-0.466727264163038	null	False
"GO:0010644"	"cell communication by electrical coupling"	-1.92012075249553	2.69810054562339	0.00172440855643215	0.97246624907319	0.20236863	3.1115556722432	4.02054434752937	3.24165975298099	6.10966085299006	2.32148811571529	null	False
"GO:0051052"	"regulation of DNA metabolic process"	-5.42365864979421	4.83319812735768	0.235831914764909	0.83101655847957	0.20245683	4.49331235311868	-1.37425104125626	5.64917780720349	-1.55810585721773	1.72438221050141	null	False
"GO:0032970"	"regulation of actin filament-based process"	-1.47102096109524	4.78830274115268	0.212670129957731	0.842587216730089	0.20359409	5.35417884874289	-1.54838211853286	5.96745058769597	-0.749893296398939	1.89787674402483	null	False
"GO:0006750"	"glutathione biosynthetic process"	-1.3669607484865	4.31506724951422	0.0715248657463103	0.954072172930345	0.21158184	-6.44958533501589	-2.66215361357813	-0.598591232141476	-5.27079136682405	-4.10103631976508	null	False
"GO:0002082"	"regulation of oxidative phosphorylation"	-1.93645044849689	2.92324401863028	0.00289825293520826	0.870025905958198	0.21925804	3.61998992393696	0.679873861195129	3.89078597117344	-2.33272415037176	5.30810310962316	null	False
"GO:0051726"	"regulation of cell cycle"	-1.51253076726057	5.20988481161748	0.561426566494458	0.831894498361236	0.22118955	5.022731601234	-1.73714586704635	5.39907271362896	-0.969655028283184	1.62783610153003	null	False
"GO:0060964"	"regulation of miRNA-mediated gene silencing"	-1.95086868977708	3.31806333496276	0.00719888632293664	0.871003333579747	0.22363732	2.8920132444485	-0.492546564257146	4.0669108941997	-4.10811025660371	4.03472825313204	null	False
"GO:0007173"	"epidermal growth factor receptor signaling pathway"	-2.18086732542856	3.45224657452044	0.00980627516428887	0.832149286491046	0.22860613	5.50134926192967	2.48121745436423	4.57480764130286	3.58678778513861	-0.340201378707971	null	False
"GO:0060966"	"regulation of gene silencing by RNA"	-1.85420038407563	3.49817266063654	0.010900478184033	0.868071966337532	0.22975193	3.28492886023958	-0.208124049366818	6.29299970114402	1.17827069173613	-1.27631918658897	null	False
"GO:0060147"	"regulation of post-transcriptional gene silencing"	-1.85420038407563	3.51838231554534	0.011419878351633	0.86773474141374	0.23045891	2.98625640363001	-1.23758212957805	4.43307528399936	-4.22605100408964	3.32424234856432	null	False
"GO:0071496"	"cellular response to external stimulus"	-1.71286842865956	5.09118844266022	0.42716508583763	0.953250541447261	0.25560063	5.4231300810335	4.67171756103493	2.5219004323675	6.03661741386759	-1.19206505934417	null	False
"GO:0032606"	"type I interferon production"	-1.59925920877048	0.602059991327962	1.03880033520009E-05	0.932408371969326	0.26099382	0.201884326320677	6.03726567364989	-1.958160164943	5.48260818242097	2.30920050066768	null	False
"GO:0030397"	"membrane disassembly"	-3.28483180536144	2.47129171105894	0.00102148699628009	0.917804244772779	0.26653766	-2.41732367992146	-6.55979954808586	-3.97361613808774	-3.96914732224274	3.26489781967537	null	False
"GO:0007266"	"Rho protein signal transduction"	-1.92441271313495	3.85296769102882	0.0246784332965702	0.821084398769229	0.26759744	5.17228786154671	2.1347745014386	4.59802334888458	3.31199879792372	0.268694389085088	null	False
"GO:0007265"	"Ras protein signal transduction"	-1.30326780770981	4.29813229177961	0.0687893581969501	0.810152137578146	0.73991446	null	null	null	null	null	7266	True
"GO:0072527"	"pyrimidine-containing compound metabolic process"	-1.48355981114549	5.45485247914311	0.986874169111223	0.954535936499601	0.26768878	-5.6702192920362	-0.982291182489612	-2.40282647160934	-3.12601379724389	-4.89061600609072	null	False
"GO:0071897"	"DNA biosynthetic process"	-3.1112248133229	5.34491861036512	0.766174112562396	0.927414312479886	0.29342703	-6.32741438653646	-1.20229706909496	-0.62559089248793	-3.72071087015035	-5.00085910528624	null	False
"GO:0046931"	"pore complex assembly"	-1.9839958626432	3.21984638602436	0.00574110318587251	0.905014576304993	0.29517269	-2.40315551989489	-6.01680435958562	-4.37850096563774	-4.22319637501283	1.79000187573224	null	False
"GO:0034332"	"adherens junction organization"	-1.47154169653615	3.24303804868629	0.00605620595421654	0.913744276041849	0.29615744	-4.00479802065684	-5.58942698439527	-3.49550909091146	-4.27643162613086	3.51951509664708	null	False
"GO:0007044"	"cell-substrate junction assembly"	-1.44134168816445	3.28712962071911	0.0067037248298246	0.906165480986687	0.71407764	null	null	null	null	null	34332	True
"GO:0048041"	"focal adhesion assembly"	-1.44134168816445	2.92116605063774	0.00288440226407226	0.906898980581975	0.95769687	null	null	null	null	null	34332	True
"GO:0090672"	"telomerase RNA localization"	-2.0608737370054	1.68124123737559	0.000162745385848014	0.972787185618931	0.29893857	-2.71183752326397	1.24898778641797	-5.94844169049345	1.50695566806558	-1.67056279646915	null	False
"GO:0051054"	"positive regulation of DNA metabolic process"	-4.54211810326601	4.20650205758869	0.0557039366412129	0.774642704086449	0.29962484	5.65392861029273	-2.1978994260207	6.17513646511617	-0.237280899737017	0.819986629795505	null	False
"GO:2000573"	"positive regulation of DNA biosynthetic process"	-3.7663973170194	3.64453705777841	0.0152703649274414	0.786038386253333	0.74147187	null	null	null	null	null	51054	True
"GO:2000278"	"regulation of DNA biosynthetic process"	-3.56260145343533	3.82275633295139	0.023019815428034	0.836386260531566	0.76064902	null	null	null	null	null	51054	True
"GO:0006275"	"regulation of DNA replication"	-2.06836768374588	4.46952747918701	0.102075983604545	0.821514710673017	0.83943033	null	null	null	null	null	51054	True
"GO:0051973"	"positive regulation of telomerase activity"	-2.96692261180922	3.26078666865498	0.00630898070244856	0.784708816457204	0.90742862	null	null	null	null	null	51054	True
"GO:0051972"	"regulation of telomerase activity"	-2.86630145388422	3.42894429003557	0.00929380033225683	0.828147413219337	0.92688087	null	null	null	null	null	51054	True
"GO:0032210"	"regulation of telomere maintenance via telomerase"	-2.52234518049458	3.53744128340795	0.0119323531836651	0.752916046913766	0.93987886	null	null	null	null	null	51054	True
"GO:1904356"	"regulation of telomere maintenance via telomere lengthening"	-2.17676600341317	3.57229060615142	0.0129296015054571	0.754514270329322	0.95437991	null	null	null	null	null	51054	True
"GO:0032206"	"positive regulation of telomere maintenance"	-2.09214339320044	3.5798978696031	0.0131581375792012	0.710999061033233	0.95959677	null	null	null	null	null	51054	True
"GO:0032212"	"positive regulation of telomere maintenance via telomerase"	-2.38258308289342	3.38165648258579	0.00833464135608874	0.716049725795271	0.9716881	null	null	null	null	null	51054	True
"GO:1904358"	"positive regulation of telomere maintenance via telomere lengthening"	-2.1918658290181	3.40483371661994	0.00879171350357678	0.716746267008145	0.97451171	null	null	null	null	null	51054	True
"GO:0051090"	"regulation of DNA-binding transcription factor activity"	-1.495769799239	4.34762269946724	0.0770928355429828	0.833564960030468	0.30699116	4.1266987274096	-1.11101625516105	5.94067116619932	-1.9240488599754	2.0810610043871	null	False
"GO:0031638"	"zymogen activation"	-1.44536798848236	3.48172919696002	0.0104953460533049	0.978804546192815	0.32613688	-5.61389594054961	3.49931480415126	2.22240319600995	2.39124828458355	-5.76940399976067	null	False
"GO:0035584"	"calcium-mediated signaling using intracellular calcium source"	-1.65316446392058	2.89320675305985	0.00270434353930424	0.840611474441387	0.33461602	5.43120959907899	2.90891059905367	4.33254716060347	4.29478278991661	0.219786315928305	null	False
"GO:0033173"	"calcineurin-NFAT signaling cascade"	-1.31656703467841	3.01870049866624	0.00361156249871232	0.838280410311714	0.70824634	null	null	null	null	null	35584	True
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	-2.5884264192334	4.93354802408849	0.29713498521285	0.941212151354371	0.35201468	-6.46382281473805	1.4055166297108	1.01165589322696	-0.774034532149952	-6.09287698979821	null	False
"GO:0071243"	"cellular response to arsenic-containing substance"	-1.31998103849302	2.86628733908419	0.00254159815345623	0.951810267447579	0.35360063	4.93546775035675	5.20556757378244	2.97852876633162	5.35143369818297	-2.62839739425054	null	False
"GO:0043491"	"protein kinase B signaling"	-1.7151144089399	3.39392600658584	0.00857356543318476	0.83221011150238	0.35646441	5.14427335853613	2.52176168879148	4.47716199999695	3.82299784836411	0.334968499020862	null	False
"GO:0034330"	"cell junction organization"	-1.3622444415545	4.46151353324393	0.100209605668969	0.901582715527093	0.35907063	-3.54557262635674	-5.98100984852943	-4.23913241247215	-4.152246041263	2.24888923761836	null	False
"GO:0048705"	"skeletal system morphogenesis"	-2.27659350700528	4.10930850524675	0.0445333703700279	0.878430283448438	0.37578762	-1.40381000067021	6.18044284899185	-2.67230205466155	3.77578876320662	4.29977045844216	null	False
"GO:0003007"	"heart morphogenesis"	-1.44134168816445	4.11028660840357	0.044633787735764	0.878442460414554	0.80247503	null	null	null	null	null	48705	True
"GO:0048706"	"embryonic skeletal system development"	-1.50761098676278	3.99206726002767	0.033996472303315	0.886750182325075	0.87838952	null	null	null	null	null	48705	True
"GO:0032535"	"regulation of cellular component size"	-1.86938322807085	4.72946447909975	0.18572364926264	0.750134774956041	0.37666361	0.41827217391486	-4.39310060366385	0.547548603589193	-4.60598246394686	1.93002910324431	null	False
"GO:0030516"	"regulation of axon extension"	-1.67987916969431	3.58894364274001	0.0134351510019212	0.673274923298244	0.78691382	null	null	null	null	null	32535	True
"GO:0008361"	"regulation of cell size"	-1.4148143957503	3.99361255793889	0.034117665675755	0.773917105906257	0.83829895	null	null	null	null	null	32535	True
"GO:0061387"	"regulation of extent of cell growth"	-1.46734180050228	3.66067578833852	0.0158486304473694	0.699773307814695	0.90353067	null	null	null	null	null	32535	True
"GO:0051208"	"sequestering of calcium ion"	-1.45973839058863	2.25767857486918	0.000623280201120055	0.847252280476564	0.37696421	-0.135956592493368	-1.89537835617314	1.18646270455105	-5.71349179306235	-0.968675156985566	null	False
"GO:0016311"	"dephosphorylation"	-1.3391979829354	5.32778382413178	0.736533676331353	0.949882409960599	0.38672666	-7.0367922182435	1.70547697575194	2.65481958457448	-1.40404696697542	-6.00669646123879	null	False
"GO:1904874"	"positive regulation of telomerase RNA localization to Cajal body"	-1.64623134661436	2.28103336724773	0.000657906878960058	0.828882137576258	0.38921412	5.06430067195656	-5.38433146478746	6.2102539863899	0.049395197384213	-2.60457509727765	null	False
"GO:0046685"	"response to arsenic-containing substance"	-1.87251021145987	3.72713442376049	0.0184698699598576	0.956025794586162	0.39706036	5.18578882645727	5.2456547379685	2.68471380311213	5.52906284849164	-2.5110248535086	null	False
"GO:0006470"	"protein dephosphorylation"	-1.70136148313815	5.10687733558243	0.442878672241423	0.942309502382144	0.40338117	-6.35656099034577	1.32281113478543	1.28312390564371	-1.13568047241068	-6.04013599052802	null	False
"GO:0051900"	"regulation of mitochondrial depolarization"	-1.71241014104044	2.82020145948564	0.0022853607374402	0.861840988180519	0.4058173	2.66767282318911	-4.38796372955276	3.65192278694774	-5.4896316173202	1.11192422400442	null	False
"GO:0051882"	"mitochondrial depolarization"	-1.61344061197085	1.91907809237607	0.000283938758288025	0.887986576277768	0.77866001	null	null	null	null	null	51900	True
"GO:0019932"	"second-messenger-mediated signaling"	-1.87104271131291	4.40974719874144	0.0889490100353999	0.808281932796493	0.41085479	5.16281712859854	1.78405440106513	4.6634365116434	2.81592894659764	0.241930200089928	null	False
"GO:0048745"	"smooth muscle tissue development"	-1.78110783186327	3	0.00345920511621631	0.934710052338636	0.41661584	-2.76831033982048	6.15853459724343	-4.08468817558259	2.68018070265757	4.2005576937484	null	False
"GO:0006368"	"transcription elongation from RNA polymerase II promoter"	-1.4525905508013	4.20833384449795	0.055939398050525	0.942157983155903	0.42024481	-6.16376726923408	-2.02404726172199	-1.40874828020606	-4.44155287693949	-4.39700757551965	null	False
"GO:0035019"	"somatic stem cell population maintenance"	-1.8224558242355	3.37199091146491	0.00815111996353672	0.908821251677625	0.42090686	-0.95417031135302	6.45880613306936	-2.13504494874358	4.18623315417224	4.3192985411882	null	False
"GO:0046394"	"carboxylic acid biosynthetic process"	-2.31241593057967	6.08220388801797	4.18421849683029	0.928718825997438	0.42787538	-6.93247322760407	-1.91709456922237	0.284057447823547	-4.55172445910712	-4.75606047822124	null	False
"GO:0006633"	"fatty acid biosynthetic process"	-1.64144697116075	5.33585490304583	0.750349720789515	0.928865315016268	0.74878908	null	null	null	null	null	46394	True
"GO:0072330"	"monocarboxylic acid biosynthetic process"	-2.31241593057967	5.46119228174164	1.00138620979397	0.93394231490796	0.77657405	null	null	null	null	null	46394	True
"GO:0016053"	"organic acid biosynthetic process"	-2.29794153062179	6.09059766469762	4.26587512851259	0.929871868228535	0.82911453	null	null	null	null	null	46394	True
"GO:0072697"	"protein localization to cell cortex"	-2.88543271426201	2.61489721603313	0.00142315645922413	0.955005373347866	0.42860351	-1.95515412094032	-0.161514120038056	-5.74201881089293	0.380011086545061	-2.14253714626627	null	False
"GO:0007568"	"aging"	-1.54351124287335	3.55870857053317	0.0125313947102971	0.933690360637787	0.43174575	-2.7571064007454	5.99094220078779	-3.65561407906189	2.35361283070752	4.87886191456539	null	False
"GO:0006997"	"nucleus organization"	-3.25318138181497	4.18979901063983	0.0536020972963248	0.888046066015943	0.43232048	-3.30002253973724	-5.95320059389958	-3.72772691316326	-4.94562734445892	1.4271448209957	null	False
"GO:0048771"	"tissue remodeling"	-1.4148143957503	3.73045926004577	0.0186118393390017	0.917916182182547	0.43821943	-0.00551032223084242	6.69361486482064	-1.6782925994785	5.38650553747083	3.13824927036855	null	False
"GO:0090130"	"tissue migration"	-1.3138220190935	3.79629674005179	0.0216589869889219	0.917219099257224	0.44233254	0.098454135224995	6.64090709748708	-1.49766655131829	5.37621707325571	3.30697875665219	null	False
"GO:0098727"	"maintenance of cell number"	-1.3204790762077	3.80002935924413	0.0218459710492579	0.931608053478485	0.44660773	-2.62706511802852	5.9373714884076	-3.85212188713209	2.48770543649407	4.59067575403344	null	False
"GO:0010038"	"response to metal ion"	-1.77600206810188	4.51075942368019	0.11224237621837	0.949852218673416	0.44705167	5.07954449796211	4.99771562154848	2.85075897682781	5.63337264343894	-2.10219709622179	null	False
"GO:0042542"	"response to hydrogen peroxide"	-1.32758728184443	3.76745271809777	0.0202669945397538	0.94621003984788	0.76639579	null	null	null	null	null	10038	True
"GO:0050000"	"chromosome localization"	-3.25356353567282	3.9178204819937	0.0286535759126025	0.942245121587141	0.44715482	-1.53962001202777	-0.373686232128775	-5.25346365822213	0.0711151610485849	-2.9907017730434	null	False
"GO:0051653"	"spindle localization"	-2.22193887507219	3.67724184594665	0.0164649853129215	0.85330859372244	0.72878588	null	null	null	null	null	50000	True
"GO:0035404"	"histone-serine phosphorylation"	-2.0608737370054	3.02978947083186	0.00370505452888033	0.955730964805165	0.45042518	-6.4019144767709	1.98816411356555	1.68421265425377	-0.0726226217891464	-6.17752968758562	null	False
"GO:0046777"	"protein autophosphorylation"	-1.3060190279437	4.2197678446584	0.0574318078654291	0.949065758649219	0.45935527	-6.42279117891598	1.58156926277381	1.14827744852805	-0.497890400409895	-6.15504248711427	null	False
"GO:0071466"	"cellular response to xenobiotic stimulus"	-1.61344061197085	4.36085837730496	0.079478613646159	0.94158250947103	0.45998065	4.99340293479307	4.85025304401958	3.00104509205035	5.64129451189012	-1.86233181462542	null	False
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	-1.44106144626459	3.70901541697212	0.0177150083829456	0.864154028964001	0.46149215	2.82554441248097	-4.79369130212844	3.67910991761295	-5.61422564404573	0.373416576425271	null	False
"GO:0007077"	"mitotic nuclear membrane disassembly"	-4.05207638016827	1.27875360095283	6.23280201120055E-05	0.853430755922193	0.46206977	-1.8262471719519	-6.29967716381677	-2.28743805092725	-4.99371045013799	3.65492816735402	null	False
"GO:0051081"	"nuclear membrane disassembly"	-3.28483180536144	2.34242268082221	0.000758324244696067	0.902083513109339	0.88132675	null	null	null	null	null	7077	True
"GO:0031099"	"regeneration"	-1.66785097763513	3.90998369493984	0.0281411010805705	0.928110509433142	0.47156713	-2.57546311783554	6.13874195909742	-3.87306719762465	2.71536019688173	4.40013971006948	null	False
"GO:0021762"	"substantia nigra development"	-1.91654246026991	1.90848501887865	0.000277013422720025	0.908540335159942	0.47210188	-1.54652575106973	6.47215006962772	-3.10738036086368	4.01521053735456	3.63892364234533	null	False
"GO:1904867"	"protein localization to Cajal body"	-2.19075962602031	1.80617997398389	0.000218148070392019	0.953341091628627	0.48045954	-2.23753901525232	-0.35114228819558	-5.77871089788682	-0.105964593266825	-2.29227866570312	null	False
"GO:1903405"	"protein localization to nuclear body"	-2.19075962602031	1.80617997398389	0.000218148070392019	0.953341091628627	0.9371125	null	null	null	null	null	1904867	True
"GO:0007004"	"telomere maintenance via telomerase"	-2.94928121647539	3.28216877830464	0.00662754613857659	0.848154714046832	0.48114238	-4.40237962055284	-4.09767237886318	-2.71139906102817	-4.90083188640587	-0.686726292809694	null	False
"GO:0000723"	"telomere maintenance"	-2.31749634986986	4.5413795224062	0.120441973530883	0.833807534405479	0.81006806	null	null	null	null	null	7004	True
"GO:0010833"	"telomere maintenance via telomere lengthening"	-2.43637868148966	3.5398285583779	0.0119981438715611	0.856045374340137	0.84059451	null	null	null	null	null	7004	True
"GO:0045666"	"positive regulation of neuron differentiation"	-2.92797668595521	3.70620554188197	0.0176007403460736	0.767999351532715	0.48154155	6.22135081631482	-2.90308547681975	6.43540813820519	-0.490451783784568	0.286862675077045	null	False
"GO:0050769"	"positive regulation of neurogenesis"	-2.44837131929121	3.92324401863028	0.0290136933621386	0.724100901395319	0.79118567	null	null	null	null	null	45666	True
"GO:0010721"	"negative regulation of cell development"	-1.87114802789437	3.84615147652882	0.0242940771725462	0.739266397508647	0.87472122	null	null	null	null	null	45666	True
"GO:0051961"	"negative regulation of nervous system development"	-1.9266586782556	3.73029766209715	0.0186049140034336	0.720376132385054	0.87757904	null	null	null	null	null	45666	True
"GO:0045665"	"negative regulation of neuron differentiation"	-2.17527613715212	3.48201557645071	0.0105022713888729	0.751386657571968	0.88281417	null	null	null	null	null	45666	True
"GO:0010770"	"positive regulation of cell morphogenesis involved in differentiation"	-1.44436369893516	3.38147609027503	0.00833117868830474	0.77541283154678	0.89546571	null	null	null	null	null	45666	True
"GO:0050768"	"negative regulation of neurogenesis"	-1.88559460379119	3.70156798505593	0.0174137562857375	0.709560452806563	0.90337378	null	null	null	null	null	45666	True
"GO:0050772"	"positive regulation of axonogenesis"	-1.55603138414042	3.41879829059035	0.00907911492964881	0.673465289415124	0.90611929	null	null	null	null	null	45666	True
"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	-2.31742860339148	3.77364019326003	0.0205578586336098	0.770292536200548	0.48771447	6.91670632447662	-0.313835929726651	4.91205076833319	0.607664876192861	4.28722390579997	null	False
"GO:0002819"	"regulation of adaptive immune response"	-2.02493411807177	3.82105475504689	0.02292978606565	0.771194823463165	0.72773634	null	null	null	null	null	2822	True
"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	-1.37402100711096	3.90243805619866	0.0276563275908105	0.650727780369677	0.74076039	null	null	null	null	null	2822	True
"GO:0002431"	"Fc receptor mediated stimulatory signaling pathway"	-1.34065302254858	2.17026171539496	0.000509012164248045	0.711255985378417	0.80230351	null	null	null	null	null	2822	True
"GO:2000316"	"regulation of T-helper 17 type immune response"	-1.72129136228233	2.89153745767256	0.00269395553595224	0.792833606499116	0.88141644	null	null	null	null	null	2822	True
"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	-1.40740946051147	3.22089224921952	0.00575495385700851	0.724232948719635	0.91807102	null	null	null	null	null	2822	True
"GO:0048285"	"organelle fission"	-15.8996294548824	4.89414984676792	0.27136581156432	0.875366922450324	0.48972955	-3.14873913535812	-5.83034120324448	-3.15414577210006	-5.09600225146478	2.41107779334844	null	False
"GO:1900076"	"regulation of cellular response to insulin stimulus"	-1.31656703467841	3.61458086699749	0.0142523405989453	0.840992797063206	0.4899753	6.56851937718961	0.145585777229745	5.14305749928611	1.40735716003343	3.77121659640862	null	False
"GO:0090670"	"RNA localization to Cajal body"	-2.0608737370054	2.35793484700045	0.00078602558696807	0.969387116967067	0.49398406	-2.46541196704689	1.10979116882721	-5.74610805762502	1.62879942603583	-1.95105018820536	null	False
"GO:0090671"	"telomerase RNA localization to Cajal body"	-2.0608737370054	1.68124123737559	0.000162745385848014	0.971218157726162	0.93720694	null	null	null	null	null	90670	True
"GO:0061621"	"canonical glycolysis"	-2.17676600341317	2.78175537465247	0.00209145134153619	0.919700845746211	0.49459688	-6.72546137920073	0.681721754775167	-0.108931902506143	-1.08628851224586	-5.93876496545525	null	False
"GO:0061718"	"glucose catabolic process to pyruvate"	-2.17676600341317	2.78175537465247	0.00209145134153619	0.953623321389768	0.76748729	null	null	null	null	null	61621	True
"GO:0006007"	"glucose catabolic process"	-1.66282972552896	3.86823286842246	0.0255614135814903	0.956937477497896	0.78081063	null	null	null	null	null	61621	True
"GO:0019320"	"hexose catabolic process"	-1.34519157178647	4.22929779411411	0.0587060696099412	0.955214445888783	0.82533445	null	null	null	null	null	61621	True
"GO:0050909"	"sensory perception of taste"	-1.47128386672913	4.031771907514	0.0372513800202753	0.910892132949184	0.4954271	0.0112560497859784	6.50528160143365	-1.31594021518341	5.30604879509942	3.52888306008176	null	False
"GO:0060249"	"anatomical structure homeostasis"	-1.64840056121256	4.15621588267676	0.0496131040091564	0.853835079682019	0.49569039	3.01534364190292	-4.2790933818155	3.9742803453769	-5.12956021842874	0.450964340415512	null	False
"GO:0060174"	"limb bud formation"	-1.81483899031116	2.66181268553726	0.00158590184507214	0.906140290330343	0.49861005	-1.05580760012471	6.16919659251796	-2.2526523052442	3.84913108230497	4.59470579794036	null	False
"GO:0046677"	"response to antibiotic"	-1.69852469001198	4.83396264078461	0.236247434898989	0.948700011604368	0.49900611	5.18099229313503	4.90196384329739	2.74569129661693	5.77396617742119	-1.80632783668313	null	False
"GO:0007015"	"actin filament organization"	-2.44837131929121	4.83850277593396	0.238730167700117	0.859313631732818	0.50065613	-2.96231464007852	-5.87244555555983	-3.24306552155756	-4.94119651524302	2.57964035157159	null	False
"GO:0031532"	"actin cytoskeleton reorganization"	-1.30744123775009	3.8264635490928	0.0232171874917221	0.87909924100551	0.75773355	null	null	null	null	null	7015	True
"GO:0030041"	"actin filament polymerization"	-1.37836976457154	3.83359329399846	0.0236015436157461	0.869383341044215	0.77993732	null	null	null	null	null	7015	True
"GO:0061572"	"actin filament bundle organization"	-1.44536798848236	4.07217634447897	0.0408837185256916	0.87400668764432	0.81089972	null	null	null	null	null	7015	True
"GO:0008154"	"actin polymerization or depolymerization"	-1.53913365600626	4.21961071930144	0.0574110318587251	0.871360525413921	0.8312922	null	null	null	null	null	7015	True
"GO:0006336"	"DNA replication-independent chromatin assembly"	-2.52234518049458	3.59780484240429	0.0137121644246412	0.878463378400847	0.50415828	-3.2877341910079	-5.37547376797541	-3.39114933954668	-5.2239472740015	1.48161586045147	null	False
"GO:0034080"	"CENP-A containing chromatin assembly"	-1.30625514339172	3.17522180034305	0.00518015100486446	0.877065736751635	0.93996995	null	null	null	null	null	6336	True
"GO:1903829"	"positive regulation of protein localization"	-2.96692261180922	4.28339169729713	0.0664936094561579	0.778282496129646	0.51053027	5.2234598451491	-3.66057577613417	6.15848129927605	-0.422830661400968	-0.649040523829236	null	False
"GO:1904851"	"positive regulation of establishment of protein localization to telomere"	-2.19075962602031	2.65030752313194	0.00154434983166414	0.808357368880502	0.71538112	null	null	null	null	null	1903829	True
"GO:0070202"	"regulation of establishment of protein localization to chromosome"	-1.95036676544977	2.72672720902657	0.00184213926108816	0.855977948680108	0.72230507	null	null	null	null	null	1903829	True
"GO:1904814"	"regulation of protein localization to chromosome, telomeric region"	-1.73302496937027	2.79309160017658	0.00214685402608019	0.855259193086586	0.72842569	null	null	null	null	null	1903829	True
"GO:1904950"	"negative regulation of establishment of protein localization"	-1.45164333640035	3.77385955237669	0.0205682466369618	0.773561437656574	0.83257353	null	null	null	null	null	1903829	True
"GO:1904375"	"regulation of protein localization to cell periphery"	-1.5008524922507	3.8003045775562	0.0218598217203939	0.836657792417544	0.83579412	null	null	null	null	null	1903829	True
"GO:1904816"	"positive regulation of protein localization to chromosome, telomeric region"	-1.95036676544977	2.72754125702856	0.00184560192887216	0.807024256913352	0.97811218	null	null	null	null	null	1903829	True
"GO:0070203"	"regulation of establishment of protein localization to telomere"	-2.0608737370054	2.68574173860226	0.00167593120745615	0.854257128209607	0.9877107	null	null	null	null	null	1903829	True
"GO:0046456"	"icosanoid biosynthetic process"	-1.41139526377481	3.71087861768517	0.0177911870741936	0.954745786557937	0.51150683	-7.08281019452175	-2.2137214623844	1.06464706345923	-4.89096454890939	-4.60363314270491	null	False
"GO:0042058"	"regulation of epidermal growth factor receptor signaling pathway"	-2.21860391033402	3.55473137667597	0.0124171266734251	0.837649278276914	0.51263821	6.79619281656107	0.10407502363062	4.86640697050397	1.10649797371038	4.19818655016046	null	False
